,Force(N),RPM,Volts,Amps
0,2.0,385.0,2.0,1.609134591350254e-78
1,9.350000000000001,305.0,9.350000000000001,1.538600166752097e-35
2,3.9,515.0,3.9,-1.2980269880743332e-06
3,9.55,645.0,9.55,0.9300235294198623
4,10.1,775.0,10.1,1.7851984139696904
5,0.15,75.0,0.15,-0.014975083056593761
6,9.44992821076164,905.0,9.44992821076164,-4.0421343016189784e-14
7,4.85,395.0,4.85,0.37500158679782736
8,3.9,525.0,3.9,-0.014955489615427265
9,0.15,15.0,0.15,-0.014999999999999998
10,8.649999999936568,655.0,8.649999999936568,-1.969119512028793e-28
11,0.6,115.0,0.6,-0.015000000000000001
12,1.1683333333333332,785.0,1.1683333333333332,-1.7240502154295248e-05
13,9.6,985.0,9.6,0.39000103305848005
14,2.0,915.0,2.0,-0.00025862068965516836
15,2.35,405.0,2.35,-2.409881150551807e-29
16,5.65,535.0,5.65,0.765001477396382
17,8.2,1005.0,8.2,0.600689656295558
18,7.95,665.0,7.95,1.0326702745407242e-38
19,8.95,795.0,8.95,3.900200334048727e-21
20,7.7,925.0,7.7,1.350009740488806
21,7.6000000000000005,185.0,7.6000000000000005,-4.1456927895815586e-26
22,8.65,415.0,8.65,0.40500008361227835
23,7.8,545.0,7.8,-8.466877903797852e-09
24,1.200679012345679,675.0,1.200679012345679,1.1549999413977996
25,8.947333091436864,805.0,8.947333091436864,5.153821104601532e-24
26,2.0,935.0,2.0,1.5620740488043053e-51
27,9.200000000000001,425.0,9.200000000000001,1.1130081019716619e-47
28,5.6,555.0,5.6,1.020000000064715
29,5.95,255.0,5.95,0.0
30,7.95,685.0,7.95,2.1132244777280027e-28
31,9.3,815.0,9.3,1.3203503184710288
32,4.5499999999999945,945.0,4.5499999999999945,1.4252362198676787
33,2.75,435.0,2.75,0.6749978979820905
34,5.999999999999999,155.0,5.999999999999999,-0.014999999999999998
35,7.725999999999999,565.0,7.725999999999999,-2.387936524036242e-22
36,5.5,695.0,5.5,1.8071053143868986e-24
37,1.6,825.0,1.6,4.192325166586994e-35
38,1.7,965.0,1.7,1.8552272773313687
39,1.8,955.0,1.8,7.398381652163863e-25
40,9.6,995.0,9.6,0.49560000000010346
41,5.65,445.0,5.65,1.260000308072712
42,10.149999999999999,575.0,10.149999999999999,0.8099974367547726
43,10.5,705.0,10.5,1.2298793226252664
44,1.6000000000034111,835.0,1.6000000000034111,3.9074260937286824e-22
45,6.75,1025.0,6.75,0.8850000000013101
46,8.3,325.0,8.3,0.7045161886200151
47,9.123979591836735,455.0,9.123979591836735,3.05282079222755e-47
48,1.2500000003410383,275.0,1.2500000003410383,0.0
49,0.4,585.0,0.4,-5.839979647546728e-25
50,0.8499999999999999,715.0,0.8499999999999999,3.1990528016569685e-30
51,1.65,845.0,1.65,-5.656108597273833e-06
52,1.800714285714286,975.0,1.800714285714286,0.28514285714287
53,7.8,335.0,7.8,-1.5806705316481353e-14
54,5.6993494152046775,595.0,5.6993494152046775,1.3065000967580855
55,0.8499999999999999,725.0,0.8499999999999999,6.370608867915083e-33
56,7.849984658094681,215.0,7.849984658094681,0.0
57,0.4000000000000001,345.0,0.4000000000000001,0.49499938423645323
58,1.7500000000109683,475.0,1.7500000000109683,7.842011498229985e-42
59,8.85,605.0,8.85,-2.4459980750981334e-10
60,10.400000000000002,735.0,10.400000000000002,2.54998424369748
61,1.6500000000000001,865.0,1.6500000000000001,-0.00016483516480391002
62,2.05,355.0,2.05,-2.9970424293069143e-59
63,1.45,485.0,1.45,0.6000003322259513
64,8.85,615.0,8.85,-5.479093558173697e-26
65,0.8500000000023222,745.0,0.8500000000023222,7.91892743879567e-23
66,9.6,875.0,9.6,1.2149995129872009
67,0.5500000000000002,365.0,0.5500000000000002,0.5995471698268788
68,8.15,495.0,8.15,-0.014999995807446645
69,8.350000000000001,1035.0,8.350000000000001,1.4099838694963371
70,1.8499999999999999,625.0,1.8499999999999999,1.0949998673317767
71,0.8999999999999999,755.0,0.8999999999999999,1.3099984508643161e-21
72,6.75,1015.0,6.75,0.84
73,9.45,885.0,9.45,-3.0506897863339665e-21
74,0.85,375.0,0.85,0.5850000004362104
75,9.5,505.0,9.5,0.7350003705167384
76,8.649999999999999,635.0,8.649999999999999,1.805719879757365e-26
77,0.9,765.0,0.9,-0.014998737373737372
78,9.45,895.0,9.45,-7.958305396680491e-23
