,Force(N),RPM,Volts,Amps
0,6.099999999999999,290.0,6.099999999999999,0.6299999999988778
1,6.1,430.0,6.1,1.6708696729449166
2,0.1,150.0,0.1,0.16499999999999998
3,6.1,230.0,6.1,1.8101286173633437
4,6.1,470.0,6.1,1.3690909085325296
5,0.10000000000000002,10.0,0.10000000000000002,0.46500000124109997
6,6.1,370.0,6.1,0.8710227272727151
7,6.099999999999999,210.0,6.099999999999999,0.750000436528731
8,0.1,110.0,0.1,0.16499999999999995
9,0.1,50.0,0.1,0.16499999999999995
10,6.1000000000000005,350.0,6.1000000000000005,1.2899999698283664
11,6.1,270.0,6.1,0.6600002951013063
12,6.1,310.0,6.1,0.7949999945199774
13,6.1,410.0,6.1,1.5749859970045412
14,6.1,550.0,6.1,0.8849996254793924
15,6.1,510.0,6.1,1.1280006449973028
16,6.1,250.0,6.1,0.2700526315789474
17,6.1000000000000005,530.0,6.1000000000000005,1.0045081979190098
18,6.1,330.0,6.1,0.9749999083770832
19,6.099999999999999,190.0,6.099999999999999,1.4102666666606547
20,6.1,390.0,6.1,1.1400919732441166
