,Force(N),RPM,Volts,Amps
0,50.550000000000004,770.0,50.550000000000004,9.672534246575358
1,45.15,470.0,45.15,7.019999978328292
2,48.75,1030.0,48.75,9.989833333333358
3,38.4,1290.0,38.4,8.895004972875121
4,33.899999999999956,270.0,33.899999999999956,3.1788679254303185
5,48.9,530.0,48.9,7.589999257387046
6,34.85000000245227,1710.0,34.85000000245227,11.58241963374552
7,50.85,790.0,50.85,9.449112903270386
8,46.7,1050.0,46.7,10.469990660921296
9,40.14999999999999,1310.0,40.14999999999999,9.10499903303164
10,35.85000000159716,1570.0,35.85000000159716,9.779972788476783
11,35.503076923077366,1670.0,35.503076923077366,9.974999980617689
12,34.049999894517434,1830.0,34.049999894517434,10.454971709547118
13,50.95,810.0,50.95,9.089999576538341
14,32.95,1970.0,32.95,12.524722121636234
15,46.70000000000001,1070.0,46.70000000000001,11.850012315273867
16,39.400000000000006,1330.0,39.400000000000006,8.850000996604162
17,36.150000000000006,1630.0,36.150000000000006,12.210378151268197
18,36.84999999999998,1590.0,36.84999999999998,9.570633802809402
19,49.55,570.0,49.55,8.085684039127555
20,32.399999999061876,1930.0,32.399999999061876,11.385005911065164
21,51.10000054577606,830.0,51.10000054577606,9.59959961868477
22,46.900000000000006,1090.0,46.900000000000006,10.100853565962277
23,37.85,310.0,37.85,5.759999999983915
24,39.5,1350.0,39.5,12.108173076916149
25,36.75000000000001,1610.0,36.75000000000001,9.82500137952176
26,32.349999999997756,1890.0,32.349999999997756,11.145029211206293
27,49.95,590.0,49.95,7.650000000001036
28,51.0,850.0,51.0,10.949999683243586
29,37.75,1550.0,37.75,10.35000003887651
30,45.2,1110.0,45.2,9.570010023966399
31,39.849987022617725,1370.0,39.849987022617725,10.724467763270516
32,32.65,1850.0,32.65,10.334999956944909
33,39.399999997145855,350.0,39.399999997145855,4.634354838709679
34,50.2,610.0,50.2,8.579997843499696
35,29.949999999999996,230.0,29.949999999999996,3.0449999996312753
36,51.15,870.0,51.15,10.139996581196579
37,42.4,1130.0,42.4,8.863831168782504
38,34.900000000000546,1810.0,34.900000000000546,10.529943016268975
39,23.600000000000005,110.0,23.600000000000005,1.8849999999999998
40,36.2,1650.0,36.2,11.86499349565006
41,37.45,1470.0,37.45,10.199924485124228
42,49.449999999999996,630.0,49.449999999999996,8.923894952254429
43,51.15,890.0,51.15,9.66000118809058
44,36.25,1770.0,36.25,12.930092532271164
45,42.448362720403026,1150.0,42.448362720403026,10.425000004347913
46,39.75,1410.0,39.75,9.57047619047619
47,42.05,390.0,42.05,5.399923273658016
48,51.15,650.0,51.15,8.790000275369387
49,35.749999892211434,1730.0,35.749999892211434,10.881638093876155
50,51.0500000000339,910.0,51.0500000000339,10.7688
51,42.800000000000004,1170.0,42.800000000000004,14.51988571423709
52,37.450000000002966,1390.0,37.450000000002966,9.329790725231245
53,38.6,1430.0,38.6,11.232997572840361
54,45.0,410.0,45.0,7.3950000000000164
55,34.9,1690.0,34.9,13.019999099135172
56,50.89999999991719,670.0,50.89999999991719,8.911306451612903
57,51.75,930.0,51.75,10.693372092796178
58,32.4,1990.0,32.4,11.581645833333333
59,42.2000000000004,1190.0,42.2000000000004,11.490494555135664
60,38.20023616734143,1450.0,38.20023616734143,10.311153944941097
61,40.300000000000004,370.0,40.300000000000004,4.905000000029041
62,43.95000000060194,430.0,43.95000000060194,6.435679391939584
63,50.85,690.0,50.85,8.205121710497686
64,32.93942307692308,1950.0,32.93942307692308,11.370004185496803
65,51.75,950.0,51.75,13.152090301001094
66,37.85,330.0,37.85,5.054999860961041
67,27.0,190.0,27.0,2.3716513761467892
68,44.14166666666666,450.0,44.14166666666666,6.344987657199049
69,31.550000011945592,1910.0,31.550000011945592,10.980011491401992
70,51.1,710.0,51.1,8.789998539232064
71,50.65,970.0,50.65,11.761485150657924
72,34.95,290.0,34.95,3.9304017857754916
73,41.1,1230.0,41.1,9.615714146118112
74,38.85,1490.0,38.85,9.869998396068226
75,35.1,1870.0,35.1,12.237623762375925
76,36.25,1750.0,36.25,10.739058577406238
77,51.05,730.0,51.05,11.099999867315354
78,31.299999999999997,250.0,31.299999999999997,3.225250521913743
79,49.75,990.0,49.75,11.220014609276989
80,40.20000000000001,1250.0,40.20000000000001,8.986376146645606
81,48.05,550.0,48.05,8.958181822000508
82,37.25,1510.0,37.25,10.125002632617477
83,46.15,490.0,46.15,6.524998403415011
84,28.04999999488993,210.0,28.04999999488993,2.6400597537003128
85,51.25,750.0,51.25,10.719210526298568
86,50.60000000000001,1010.0,50.60000000000001,10.619999433206806
87,46.3,510.0,46.3,6.839545454545454
88,39.6,1270.0,39.6,9.809999999998897
89,36.95,1530.0,36.95,10.155016806722672
90,34.75,1790.0,34.75,11.82456380579281
