,Force(N),RPM,Volts,Amps
0,23.7,290.0,23.7,3.3900000805503963
1,27.8,390.0,27.8,4.8615217387847265
2,21.8,230.0,21.8,4.1999233911402385
3,26.95,470.0,26.95,4.754998905487161
4,25.6,330.0,25.6,4.64999999922123
5,27.25,370.0,27.25,4.004999736296613
6,26.5,430.0,26.5,4.662875722543352
7,26.75,450.0,26.75,4.335001623376623
8,20.0,210.0,20.0,2.969868995633238
9,22.35,270.0,22.35,3.8398079788100947
10,24.699999999999996,310.0,24.699999999999996,3.4800001556123616
11,26.7,510.0,26.7,4.334947856315179
12,28.049641779788836,410.0,28.049641779788836,4.3511538464424255
13,26.0,530.0,26.0,4.409919491502535
14,26.65,490.0,26.65,4.379421221864952
15,26.3,350.0,26.3,4.169999374823339
