,Force(N),RPM,Volts,Amps
0,8.19999209486166,1890.0,8.19999209486166,3.0750002470359177
1,9.70000000013987,1530.0,9.70000000013987,2.3099895105314676
2,11.200000000000001,770.0,11.200000000000001,1.424999639252206
3,10.149999999999999,1110.0,10.149999999999999,1.680000011075545
4,10.6,1030.0,10.6,1.5750280504764527
5,9.5,1790.0,9.5,2.7603351954853905
6,11.3,650.0,11.3,1.6350000000752551
7,9.550000000000786,1330.0,9.550000000000786,2.3250483871013015
8,9.299812734082398,1770.0,9.299812734082398,2.8349999984060212
9,10.349999983326665,1090.0,10.349999983326665,2.190047058811962
10,11.0,910.0,11.0,1.5300000002059873
11,11.099468085106382,530.0,11.099468085106382,1.1399999999951536
12,10.5,430.0,10.5,0.8249999999762517
13,11.15,790.0,11.15,1.545000000000012
14,8.9,1850.0,8.9,3.5551477800937294
15,9.600000000000001,1650.0,9.600000000000001,2.6699999482726513
16,10.4,1050.0,10.4,1.530000310816392
17,8.900024630541873,1830.0,8.900024630541873,4.2060000000702304
18,10.349681528662419,410.0,10.349681528662419,0.7650000355613157
19,11.25,670.0,11.25,1.2150797865770377
20,9.85,1450.0,9.85,2.2350000000117145
21,11.0,930.0,11.0,1.7552432431506289
22,10.05,390.0,10.05,0.8247272725476107
23,10.0,1190.0,10.0,1.77000000104745
24,8.40000005585377,1930.0,8.40000005585377,3.195000002094516
25,9.4,1410.0,9.4,2.3407894737898567
26,9.500000000001375,1510.0,9.500000000001375,2.3394827611480102
27,11.15,810.0,11.15,1.58990990990991
28,9.95,370.0,9.95,0.6599999821422619
29,10.4,1070.0,10.4,1.875000000243366
30,11.25,690.0,11.25,1.59000082895826
31,9.8,1570.0,9.8,2.8942500007608425
32,9.75,350.0,9.75,0.5700002527805674
33,10.85,950.0,10.85,1.739024390175059
34,9.3,1590.0,9.3,2.5800096146245868
35,11.149999999999999,570.0,11.149999999999999,1.5151041666668044
36,9.7,1370.0,9.7,2.0850000000007216
37,9.750021008403362,1290.0,9.750021008403362,1.7700000040127664
38,11.05,830.0,11.05,1.7250000000485364
39,10.55,450.0,10.55,0.7800000068015198
40,8.75,1990.0,8.75,3.419999999209653
41,9.75,1550.0,9.75,2.3249999999999997
42,9.85,1270.0,9.85,1.8451973684210528
43,11.300000000003921,710.0,11.300000000003921,1.378037382450914
44,8.750000000110118,2010.0,8.750000000110118,3.3452142027677185
45,9.350000000001021,1750.0,9.350000000001021,2.8045238074256207
46,9.100016835016834,1670.0,9.100016835016834,2.655000095292548
47,10.80000000000005,970.0,10.80000000000005,1.6504545454556918
48,9.9,1250.0,9.9,2.0699993528903993
49,11.15,590.0,11.15,1.2884210780340994
50,9.300000000000006,1610.0,9.300000000000006,2.6103289473456233
51,9.5999999998511,1490.0,9.5999999998511,2.9774999998927942
52,11.049999999999999,850.0,11.049999999999999,1.3350002133712577
53,9.5,1810.0,9.5,4.994999999971736
54,10.15,1230.0,10.15,1.7400053191472011
55,10.75,470.0,10.75,1.2299999955001513
56,11.299999999999999,730.0,11.299999999999999,1.905005298011202
57,8.75,1710.0,8.75,2.834978253209714
58,10.15,1210.0,10.15,1.9050168743543507
59,10.75,990.0,10.75,1.9804390243810863
60,9.85,1430.0,9.85,2.3533734912549944
61,9.102406417112299,1690.0,9.102406417112299,3.015000013986726
62,11.300000000000002,610.0,11.300000000000002,1.2149999986005715
63,9.849948574786952,1350.0,9.849948574786952,1.9949998367453556
64,10.95,550.0,10.95,1.1849997870007658
65,11.1,870.0,11.1,1.679998901098936
66,9.65000000000174,1630.0,9.65000000000174,2.5500000000210283
67,8.75,2030.0,8.75,3.4242797619047614
68,8.750000000189232,1970.0,8.750000000189232,3.435348837322842
69,10.700000000000001,490.0,10.700000000000001,1.2599604918632046
70,9.6,1390.0,9.6,2.7449999622210677
71,10.100000000000525,1170.0,10.100000000000525,1.604999654950431
72,11.1,750.0,11.1,1.604801603836697
73,10.6,1010.0,10.6,1.6650009084361368
74,10.7,510.0,10.7,1.0800010319799356
75,11.3,630.0,11.3,1.4999998182545162
76,9.700000000001008,1470.0,9.700000000001008,2.235625000001272
77,9.6,1730.0,9.6,3.074999999791284
78,9.44999999937631,1910.0,9.44999999937631,3.0300029549039396
79,11.0,890.0,11.0,2.02194916627486
80,5.800000000000001,1870.0,5.800000000000001,3.385832721336965
81,9.8,1310.0,9.8,3.0150338983050844
82,10.199999999999998,1130.0,10.199999999999998,1.680468749995547
83,10.2,1150.0,10.2,1.964999999999755
84,9.049999999815125,1950.0,9.049999999815125,3.284999998752081
